folder,folder_idx,picked_images,top1_species,top1_score,top5_species,top5_scores,status_code,error
403_09499_americana,403,d28ceb15-e1a3-404e-9a50-7017ce97c956.jpg;f5588fd3-a3a2-43e8-ad3c-70a96719d998.jpg;555c8462-0ea1-4ec1-8b79-fe55d8295cab.jpg,Ulmus americana,0.53723,Ulmus americana;Ulmus minor;Ulmus glabra;Ulmus laevis;Ulmus alata,0.53723;0.2855;0.13326;0.12624;0.08241,200,
404_09500_crassifolia,404,e51cbcaa-35d9-4c79-8398-46a5a3ed6736.jpg;5d07e31c-7ed8-45a2-bccd-3c1c95a5ee37.jpg;e637d0a0-9068-40f0-ae7f-d0d341a2fd58.jpg,Ulmus crassifolia,0.78786,Ulmus crassifolia;Ulmus alata;Ulmus minor;Ulmus parvifolia;Ulmus pumila,0.78786;0.76256;0.04074;0.01544;0.00829,200,
405_09502_laevis,405,444a2d50-827f-482b-b553-28cdb5006fa7.jpg;fe8feb35-62b7-4a61-9dfb-dadc11f8df90.jpg;ee0b37da-dea5-4b81-b1d7-8124042118fc.jpg,Ulmus americana,0.5672,Ulmus americana;Ulmus glabra;Robinia pseudoacacia;Ulmus laevis;Ulmus minor,0.5672;0.14241;0.124;0.11432;0.1028,200,
406_09503_minor,406,3e075ebf-b610-49bf-bef4-ee47d8ac2b77.jpg;1c98c8e4-c963-4b2b-8a5e-d7a83814d8d2.jpg;512098c4-1e3d-4392-9f49-58ea2b4a3d1c.jpg,Ulmus glabra,0.67277,Ulmus glabra;Ulmus minor;Ulmus americana;Ulmus rubra;Ulmus laevis,0.67277;0.54624;0.13691;0.08521;0.07186,200,
407_09504_parvifolia,407,160c6eac-9564-4edc-a55d-8f9f9a55a78c.jpg;9230bec6-747e-4ab2-a1ab-14a8f0965d56.jpg;2e6dba4d-7531-4e44-8ab7-26250b350cb7.jpg,Ulmus parvifolia,0.99225,Ulmus parvifolia;Ulmus pumila;Maytenus boaria;Paliurus ramosissimus;Ulmus americana,0.99225;0.4507;0.02967;0.02265;0.01629,200,
408_09505_pumila,408,c1924092-a927-4f43-ba07-f95160825e87.jpg;fdd09d8e-5468-44f6-aa93-8d601716efab.jpg;dd4ab25b-3a53-4f0f-9398-dcf3591c8d64.jpg,Ulmus pumila,0.75821,Ulmus pumila;Ulmus minor;Hamamelis virginiana;Ilex verticillata;Alnus maritima,0.75821;0.63591;0.04033;0.03554;0.03493,200,
409_09506_rubra,409,4bb3509c-065a-42ab-998f-466d26e415eb.jpg;62909c6b-07db-405f-b69b-26ec1a6a44ac.jpg;20e0d888-eb90-4d71-bf63-8f8f88195e2b.jpg,Ulmus alata,0.66063,Ulmus alata;Ulmus rubra;Ulmus americana;Ulmus glabra;Corylus americana,0.66063;0.45972;0.18573;0.14336;0.07936,200,
410_09507_thomasii,410,22fd4112-9316-49ea-9fb2-c4cb56126b21.jpg;6b94b8b6-4186-49d6-a029-3e6ad90fbd63.jpg;83ae3c20-8843-4adb-81dc-e4731b28d034.jpg,Ulmus americana,0.38996,Ulmus americana;Ulmus thomasii;Quercus macrocarpa;Zelkova serrata;Ostrya carpinifolia,0.38996;0.34541;0.12968;0.08971;0.06108,200,
411_09519_micranthus,411,26d466c8-ab60-4cb1-b232-1e21a10b1def.jpg;6d31a367-d625-46c5-854e-3ec9eeace423.jpg;164c72c6-e6d9-412c-a059-6ce456642902.jpg,Gymnosporia buxifolia,0.10092,Gymnosporia buxifolia;Scutia myrtina;Griselinia littoralis;Loranthus europaeus;Gymnosporia heterophylla,0.10092;0.05583;0.05474;0.05337;0.04323,200,
412_09523_cupressiformis,412,54573e07-f409-4999-b700-a42ef6f1a6c2.jpg;e76e5f7e-bc96-4362-8e9b-3527155e37ae.jpg;a191ef1f-7aed-426f-a23a-7a047ba53ad1.jpg,Exocarpos cupressiformis,0.81058,Exocarpos cupressiformis;Callitris rhomboidea;Juniperus virginiana;Sequoiadendron giganteum;Callitris muelleri,0.81058;0.07444;0.04757;0.04112;0.02509,200,
413_09525_californicum,413,98ff3b9c-0bfd-4ec0-959f-76e34bed991e.jpg;8a52eebf-0fb3-4d6e-b15e-35d09bd46447.jpg;814b390f-fe2a-4464-9d21-9bf9d1fa1a55.jpg,Phoradendron californicum,0.99342,Phoradendron californicum;Haloxylon salicornicum;Allocasuarina muelleriana;Erica scoparia;Erica arborea,0.99342;0.05335;0.03271;0.01716;0.00903,200,
414_09526_leucarpum,414,21c8520f-9fec-4c76-82f3-e1fa861e94df.jpg;91492f0c-b04c-44ab-890d-1baecc764b0f.jpg;05a1370e-139f-49d4-8906-c52d7d271fc4.jpg,Phoradendron leucarpum,0.73661,Phoradendron leucarpum;Loranthus europaeus;Fraxinus excelsior;Phoradendron bathyoryctum;Viscum album,0.73661;0.16976;0.13633;0.04834;0.04679,200,
415_09527_album,415,53236d60-22ed-4c40-b02b-f7ace448e259.jpg;2f27ae17-612c-47d6-84b5-8735469318e3.jpg;bc9a25a6-c63c-410d-b01b-a49fe53d9d35.jpg,Viscum album,0.96746,Viscum album;Viscum cruciatum;Phoradendron leucarpum;Phoradendron californicum;Viscum rotundifolium,0.96746;0.01839;0.01025;0.00576;0.00514,200,
416_09528_occidentale,416,5614f612-e22b-41a4-81f7-025c8aadeefb.jpg;91e6a125-bf5e-4373-b33d-585dbc5373f5.jpg;2f4fdc3e-ded7-4537-829d-00cddb10c088.jpg,Anacardium occidentale,0.943,Anacardium occidentale;Semecarpus anacardium;Anacardium amapaense;Anacardium humile;Ficus popenoei,0.943;0.80952;0.03074;0.02987;0.01962,200,
417_09530_laurina,417,f7681de6-0353-484a-8d0d-a6f94177f38c.jpg;a2ffd7d8-83f4-42c0-b83b-3530ab63b8af.jpg;9311925c-999e-4f7e-9322-a005c37b65c7.jpg,Malosma laurina,0.83877,Malosma laurina;Rhamnus lycioides;Elaeagnus pungens;Croton gratissimus;Croton dichogamus,0.83877;0.01522;0.01368;0.0085;0.00745,200,
418_09531_indica,418,2b94f8b0-54eb-4bb2-9745-247496780842.jpg;007f9143-f333-463b-a1be-f911bb96a1c5.jpg;7fa2d426-1feb-4543-871d-ae12622f3c2d.jpg,Mangifera indica,0.9491,Mangifera indica;Manilkara zapota;Cerbera odollam;Adansonia gregorii;Dillenia indica,0.9491;0.14352;0.0344;0.02362;0.01777,200,
419_09532_chinensis,419,f8766ff8-34d8-481f-ad4b-3baed86c0a67.jpg;1c5a5ea9-7535-41a6-99f1-b235a91232ed.jpg;4edc256e-0990-4fe7-9bd1-3bb9e146efe7.jpg,Pistacia chinensis,0.7756,Pistacia chinensis;Fraxinus angustifolia;Fraxinus excelsior;Rhus copallinum;Toxicodendron succedaneum,0.7756;0.37875;0.29319;0.06088;0.01594,200,
420_09533_lentiscus,420,f4f06b05-c11a-46fb-a765-28f8ba33f319.jpg;a6923f5a-cd2d-42d1-b3de-d58b9f647e74.jpg;5903a960-683d-4f1f-bb2e-fbcc146a2bb2.jpg,Pistacia lentiscus,0.83725,Pistacia lentiscus;Pistacia atlantica;Pistacia × saportae;Schinus terebinthifolia;Rhus copallinum,0.83725;0.01847;0.01371;0.01044;0.00959,200,
421_09535_copallinum,421,ab57591e-86ba-411f-a46e-8753f8cdb3c9.jpg;54b9faea-e8d8-42ff-b032-16fcb97653d8.jpg;8491ca34-b343-4c84-9eab-e70cac3b61d7.jpg,Rhus copallinum,0.82097,Rhus copallinum;Bursera ariensis;Rhus coriaria;Fraxinus excelsior;Olinia ventosa,0.82097;0.04283;0.01938;0.01283;0.01129,200,
422_09536_glabra,422,b47e6594-9746-4b47-ae1a-61bc52d603c7.jpg;a79f9684-5afa-4dc2-99fe-53b921cf3d80.jpg;4c887225-b67a-4a72-ba11-0224cac444c0.jpg,Rhus glabra,0.68223,Rhus glabra;Rhus typhina;Ailanthus altissima;Juglans nigra;Rhus sandwicensis,0.68223;0.22134;0.08052;0.06147;0.05516,200,
423_09537_integrifolia,423,08efbcef-e82d-4279-8fdc-38e3212e532e.jpg;ca138c1a-4bd0-4196-be91-076b6d02447a.jpg;d17af942-c969-46dc-bfac-1d538d2c344a.jpg,Rhus integrifolia,0.56442,Rhus integrifolia;Myrcianthes coquimbensis;Euclea racemosa;Quercus coccifera;Maurocenia frangula,0.56442;0.37045;0.03863;0.035;0.01154,200,
424_09538_lanceolata,424,fb3142bb-0b95-44e4-bcc2-0e738a973c50.jpg;700947dd-1805-4f7f-97f1-d388e54ae775.jpg;8ae4329c-8193-4651-b8a4-fa01b9dc35a3.jpg,Toona sinensis,0.3463,Toona sinensis;Rhus copallinum;Senna spectabilis;Sapindus saponaria;Carya illinoinensis,0.3463;0.12217;0.06445;0.04434;0.04288,200,
425_09539_microphylla,425,e4f048f6-a276-4577-ade3-a32eadbec46d.jpg;ca2120f4-2639-4d5d-beec-9b4e226d4578.jpg;1167f91e-5b85-4335-b344-f5d2f199a039.jpg,Rhus microphylla,0.48348,Rhus microphylla;Pistacia lentiscus;Rhus trilobata;Hippophae rhamnoides;Phaeoptilum spinosum,0.48348;0.11732;0.06501;0.06324;0.03187,200,
426_09540_ovata,426,2d164a5b-d1d9-42f3-a6b2-3ff969dc89ad.jpg;1fa7d161-8210-480f-b712-5b8934735c38.jpg;0ad62d89-3eb7-48a1-828b-e15a6c7f6a41.jpg,Rhus ovata,0.97778,Rhus ovata;Malosma laurina;Hunga cordata;Ligustrum lucidum;Combretum collinum,0.97778;0.02661;0.00142;0.00112;0.00108,200,
427_09541_typhina,427,e364183c-d81c-4a5a-adf2-dee09fa05266.jpg;f4c6ac0b-f6de-4d61-97ff-8e99490b3b57.jpg;f52b0d93-95a8-49ca-abd0-a65785cba568.jpg,Rhus typhina,0.75826,Rhus typhina;Rhus glabra;Sorbaria sorbifolia;Rhus coriaria;Rhus sandwicensis,0.75826;0.16185;0.00477;0.00459;0.00249,200,
428_09542_virens,428,53960c10-6067-4082-a05f-a2f495f6ad07.jpg;a6f842fe-e830-4ae3-a812-46633f8e5775.jpg;197bec0e-ad7e-4589-bfea-0e5a8c4f63b0.jpg,Rhus virens,0.99814,Rhus virens;Pistacia × saportae;Rhus copallinum;Searsia pyroides;Pistacia terebinthus,0.99814;0.01436;0.01059;0.00853;0.00579,200,
429_09543_molle,429,ddd5f994-7e53-45b3-b557-db504b47bee5.jpg;f55903ca-a6b9-4bdc-adcb-d2a436252e7e.jpg;33c6fde6-37d5-4014-bf65-8191fee8db56.jpg,Schinus molle,0.86194,Schinus molle;Schinus areira;Euclea pseudebenus;Searsia lancea;Acacia salicina,0.86194;0.03007;0.00847;0.00525;0.00415,200,
430_09544_terebinthifolia,430,1043d41c-98fb-4934-9dbc-2a05b66b55f1.jpg;f64d4987-a400-45e2-bf68-8cd6c9a90a83.jpg;f92dea8e-1feb-4727-a0cb-c65de71bee0c.jpg,Schinus terebinthifolius,0.74596,Schinus terebinthifolius,0.74596,200,
431_09545_lucida,431,f7e77c28-79f8-4e91-ad0f-767cd0ca394c.jpg;8ee9803f-f13d-4c83-b1c9-5d480e7cf783.jpg;60eb5ceb-8818-4409-b7a5-f1eeb2aa2523.jpg,Searsia glauca,0.92156,Searsia glauca;Searsia lucida;Rhamnus alaternus;Baccharis papillosa;Searsia laevigata,0.92156;0.73176;0.0193;0.00996;0.00775,200,
432_09549_vernix,432,465e317e-00dc-4522-b891-bd7098d9c159.jpg;7fda9757-fd19-44de-ba3b-4d0347b0dcd5.jpg;cf86b942-d0b0-4ed5-ac63-faa6901612b2.jpg,Toxicodendron vernix,0.91978,Toxicodendron vernix;Myrica gale;Pistacia terebinthus;Toxicodendron trichocarpum;Cunonia deplanchei,0.91978;0.08213;0.0783;0.01666;0.01495,200,
433_09550_microphylla,433,b2cfdada-dfac-4a56-840c-cedfd7f81051.jpg;dfefa7b0-2d18-4abc-916a-32bcf2852294.jpg;9f91db04-df37-4830-a93b-903ebaef41ab.jpg,Bursera microphylla,0.88178,Bursera microphylla;Commiphora dinteri;Commiphora saxicola;Euphorbia balsamifera;Bursera hindsiana,0.88178;0.1776;0.14685;0.07921;0.03335,200,
434_09551_simaruba,434,8065124f-63e1-4092-92ed-af39fd7e936e.jpg;0a4dbf2f-eed0-49d8-8c91-6eb243d7095c.jpg;0b9fd152-beb7-47a2-954f-513e50adceef.jpg,Bursera simaruba,0.98457,Bursera simaruba;Amburana cearensis;Parkia pendula;Commiphora leptophloeos;Bursera schlechtendalii,0.98457;0.33995;0.14928;0.09679;0.08985,200,
435_09552_indica,435,a18c3f03-bb01-407e-8507-3cbfbae0909c.jpg;402a0405-0387-4683-99a2-39d5833ae7f4.jpg;8db62432-8cff-41a1-a2aa-8554df9f9d6f.jpg,Azadirachta indica,0.94648,Azadirachta indica;Kirkia acuminata;Ailanthus excelsa;Pistacia chinensis;Carya illinoinensis,0.94648;0.03319;0.0166;0.0131;0.00803,200,
436_09553_spectabile,436,d55ed72e-fe44-403f-8167-52b7d4e0cfdb.jpg;b9293b19-4dc3-4155-9d79-cc6533b4e4bc.jpg;8c0cd295-e242-43e8-8b76-b53afef4024d.jpg,Lecaniodiscus fraxinifolius,0.22683,Lecaniodiscus fraxinifolius;Trichilia dregeana;Trichilia prieureana;Guarea guidonia;Tridactyle inaequilonga,0.22683;0.13166;0.11062;0.03827;0.03599,200,
437_09554_azedarach,437,87857655-ba56-48c9-9146-9ac8c3aac721.jpg;e33326f9-6912-4a9e-b22c-c9ef5c7f2879.jpg;299957a8-fd27-4976-84dd-3537bf69802c.jpg,Melia azedarach,0.96071,Melia azedarach;Tilia cordata;Tilia × europaea;Tilia americana;Pyrus calleryana,0.96071;0.31302;0.06267;0.06092;0.03961,200,
438_09555_trifoliata,438,fed816a6-65a4-4768-a519-c5591948269a.jpg;97af1add-3547-4a71-b1a5-0b1d6855cb1a.jpg;4c177f15-4c2b-4e66-84a5-c161e00eccc9.jpg,Citrus trifoliata,0.90961,Citrus trifoliata;Zanthoxylum limoncello;Zanthoxylum asiaticum;Citrus australasica;Zanthoxylum fagara,0.90961;0.08354;0.06214;0.02278;0.01213,200,
439_09562_clava-herculis,439,ea4c56e2-6e48-4f88-9dec-0644e6220e87.jpg;b9342f03-3a92-461d-aafd-725380c1dc21.jpg;cb44e6eb-dc5e-4734-b3db-f38aeb7a1cf3.jpg,Zanthoxylum clava-herculis,0.90447,Zanthoxylum clava-herculis;Zanthoxylum schinifolium;Zanthoxylum leprieurii;Zanthoxylum caribaeum;Zanthoxylum martinicense,0.90447;0.05509;0.03767;0.03323;0.02403,200,
440_09564_hirsutum,440,9cc66593-dbae-423c-bbe2-9202a1a7979f.jpg;b1292b9e-f7da-4ea4-9084-2658635f61b4.jpg;29f06b2d-f68d-44cd-b3e8-9f1ae747674d.jpg,Zanthoxylum clava-herculis,0.92514,Zanthoxylum clava-herculis;Commiphora africana;Searsia tripartita;Flacourtia indica;Solanum linnaeanum,0.92514;0.11392;0.02281;0.02144;0.0182,200,
441_09565_campestre,441,898b719b-205e-4b61-aa3a-ac91a0bebc96.jpg;af43c7e2-62bc-40a1-bda1-2943407d45cb.jpg;9b466fdd-975f-4f22-a22f-f21c91fc4f5a.jpg,Acer campestre,0.85906,Acer campestre;Acer macrophyllum;Acer × coriaceum;Liquidambar orientalis;Acer miyabei,0.85906;0.06121;0.02726;0.02115;0.01817,200,
442_09567_floridanum,442,b3bd621a-071c-41a6-9cfb-a258e86f53fa.jpg;bfc94b6c-48bb-4fbf-8c0e-bb48efed5cd7.jpg;393ceaca-1261-41e2-b2f3-c9e3b3062a27.jpg,Acer saccharum,0.49388,Acer saccharum;Acer platanoides;Acer macrophyllum;Acer pseudoplatanus;Alangium platanifolium,0.49388;0.26038;0.13977;0.09537;0.0876,200,
443_09568_ginnala,443,841f69f9-fec4-4f89-bedb-5b9af8092f65.jpg;414fa615-6ce5-4370-9de4-37d8da8e7d18.jpg;806f70b1-3aeb-4469-9831-5b18c87f835a.jpg,Acer tataricum,0.84229,Acer tataricum;Acer glabrum;Acer rubrum;Acer spicatum;Acer saccharinum,0.84229;0.32515;0.12277;0.0833;0.08314,200,
444_09569_glabrum,444,9909a546-db1f-4a54-8df1-a0c3826eee44.jpg;8563fefa-f6fb-417d-b59d-189b86032819.jpg;7f464696-187a-4ab4-bbc9-7313ab9db046.jpg,Acer rubrum,0.29588,Acer rubrum;Acer negundo;Acer glabrum;Acer opalus;Acer pseudoplatanus,0.29588;0.16867;0.16254;0.14765;0.13028,200,
445_09570_grandidentatum,445,7af9d094-e946-4bd7-b6b5-56d4356246f8.jpg;550600ef-770c-4919-b163-41a351763190.jpg;2049bcf2-7833-4a56-a03d-fb2a73d795b2.jpg,Acer monspessulanum,0.51326,Acer monspessulanum;Acer grandidentatum;Acer hyrcanum;Acer campestre;Acer saccharum,0.51326;0.41706;0.27072;0.23773;0.08425,200,
446_09571_macrophyllum,446,a1efdb0a-e239-49b7-a980-a1565aa6b5a7.jpg;33bbc3d6-babb-463d-a24d-f8441b77b076.jpg;a97f8ce4-0277-4c59-b95a-07832de217ae.jpg,Acer macrophyllum,0.82171,Acer macrophyllum;Acer platanoides;Oplopanax horridus;Acer pseudoplatanus;Platanus orientalis,0.82171;0.0585;0.02117;0.01704;0.01073,200,
447_09572_negundo,447,a77bde66-fb3f-43c8-bc57-57251a5ab22c.jpg;97624d8b-1d6a-42f1-81ab-31b3d6377360.jpg;8d671b6d-8c55-4a7a-bb3a-90b8cf923087.jpg,Acer negundo,0.951,Acer negundo;Toxicodendron radicans;Cardiospermum halicacabum;Acer opalus;Cardiospermum grandiflorum,0.951;0.11324;0.0179;0.01361;0.01333,200,
448_09574_palmatum,448,907c4f24-089e-48e1-80e3-9482789e1092.jpg;438a221d-0b0f-4fd3-a9f8-e938504397bf.jpg;cc2f3600-f49c-4eae-88c4-83a6325123a4.jpg,Acer palmatum,0.62864,Acer palmatum;Acer pictum;Acer japonicum;Rubus hispidus;Kalopanax septemlobus,0.62864;0.07672;0.06034;0.04142;0.03581,200,
449_09575_pensylvanicum,449,07e4ca86-fcc7-40ed-a7d5-93b88c47d57a.jpg;16c03af6-6d77-4ea5-97e4-00c461228ff7.jpg;aa63f451-b84d-48d7-b8df-bf3078be8de3.jpg,Acer pensylvanicum,0.78692,Acer pensylvanicum;Acer spicatum;Acer macrophyllum;Acer rubrum;Rubus odoratus,0.78692;0.062;0.03307;0.01807;0.01781,200,
450_09576_platanoides,450,d37b7d59-818e-4b7d-88d4-e4f559228b28.jpg;faedbf9b-dfa2-4cd4-928b-7ff0e84a4c8b.jpg;771d39da-369e-40ea-a649-5388b5cef4c9.jpg,Acer platanoides,0.94791,Acer platanoides;Acer rubrum;Acer × freemanii;Acer saccharum;Acer saccharinum,0.94791;0.33676;0.23323;0.1203;0.04379,200,
451_09577_pseudoplatanus,451,856bb027-ef9f-4840-add9-1f88a5898ab4.jpg;25268161-234f-4c1c-9e15-3ef6e69338ad.jpg;7f66a20d-e141-47a9-85d1-8cc19b154c96.jpg,Acer pseudoplatanus,0.65962,Acer pseudoplatanus;Acer saccharum;Acer rubrum;Acer spicatum;Acer tataricum,0.65962;0.34648;0.1983;0.09883;0.0846,200,
452_09578_rubrum,452,4fcedb0f-35e3-4825-af46-147bcaf5ca96.jpg;1bad5d7f-7be2-41dd-87ba-c4605f26887e.jpg;4be542a6-cb01-4389-88f9-9535f6580d7b.jpg,Acer rubrum,0.77229,Acer rubrum;Acer spicatum;Acer tataricum;Acer × freemanii;Acer pseudoplatanus,0.77229;0.12718;0.04379;0.02679;0.01611,200,
453_09579_saccharinum,453,97d1600d-49b0-4bad-af9d-aa01572618f5.jpg;6828a248-d575-451f-a420-f56074977e39.jpg;a116ac12-8c9a-4641-bc00-850c76de07d2.jpg,Acer saccharinum,0.78352,Acer saccharinum;Acer rubrum;Aria edulis;Salix integra;Populus alba,0.78352;0.07208;0.04251;0.03631;0.0242,200,
454_09580_saccharum,454,51a1825d-02e9-47a3-88ed-07984155c299.jpg;6969c05b-2d87-4936-b53a-035b06f43ca6.jpg;e5453d84-5a13-4725-8b64-aa274a5de20b.jpg,Acer saccharum,0.66641,Acer saccharum;Acer platanoides;Acer macrophyllum;Acer cappadocicum;Acer truncatum,0.66641;0.2751;0.05809;0.02274;0.01934,200,
455_09581_spicatum,455,9f1d311f-39e8-44d0-ae70-b9efd9c6ed70.jpg;a0d9629e-ce10-4a1d-8d88-f451dc70164d.jpg;f15ae1d4-84d3-4a4c-9df3-8cc45213088a.jpg,Acer spicatum,0.90221,Acer spicatum;Acer pensylvanicum;Acer opalus;Acer barbinerve;Acer pseudoplatanus,0.90221;0.06652;0.02399;0.02076;0.01943,200,
456_09582_tataricum,456,bd889aa7-1dfc-43b5-9288-1ce050d43935.jpg;cd911665-43c2-4f39-8435-ae72f5daf957.jpg;dfe9d498-5aaa-47bc-ab01-f964969730ce.jpg,Acer tataricum,0.95407,Acer tataricum;Acer spicatum;Acer pensylvanicum;Acer stachyophyllum;Acer granatense,0.95407;0.1552;0.09445;0.03127;0.01204,200,
457_09584_glabra,457,59943210-24e2-44db-adaa-9c958db1ff13.jpg;770fda9b-d2e3-47fa-851e-e34e2547cbca.jpg;722d7aff-8798-4207-a34a-fc402d6df9e7.jpg,Aesculus glabra,0.89276,Aesculus glabra;Aesculus hippocastanum;Aesculus × carnea;Aesculus flava;Aesculus pavia,0.89276;0.57478;0.05689;0.05627;0.02241,200,
458_09585_hippocastanum,458,f90d55cf-66bf-432d-a572-8a1a5ae54fc3.jpg;d40d627d-c335-4515-9a58-32ec1b52fb60.jpg;2b6ca6ef-7fef-4191-9ce6-32187208a15a.jpg,Aesculus hippocastanum,0.85726,Aesculus hippocastanum;Fagus sylvatica;Aesculus turbinata;Aesculus pavia;Aesculus glabra,0.85726;0.83943;0.03359;0.024;0.01732,200,
459_09587_excelsus,459,5d5cc052-b02e-4add-a52f-2c781d00e34d.jpg;07f7c91d-9324-4f5a-95b8-aaacf5ddb527.jpg;69cce900-4a77-445f-8916-d8c3f45c3d51.jpg,Alectryon excelsus,0.51676,Alectryon excelsus;Cardiospermum halicacabum;Cupaniopsis flagelliformis;Aristolochia coryi;Sorbus aucuparia,0.51676;0.15143;0.02968;0.028;0.02778,200,
460_09589_viscosa,460,f0ac4e15-cea4-4cda-bef7-06fa50ef364e.jpg;27cac9d7-4dce-4264-b27a-e34415a86b95.jpg;542fb419-a7c2-43dd-b156-3d318be25f03.jpg,Dodonaea viscosa,0.67569,Dodonaea viscosa;Syzygium jambos,0.67569;0.00139,200,
461_09590_paniculata,461,a519f841-eb8a-4b85-bd1e-27b32cb2f7b2.jpg;1765f7da-df9a-4805-91f5-b373b82be9e2.jpg;e0bb4fe6-183b-46f5-9d80-5d9bf1bda531.jpg,Koelreuteria paniculata,0.96134,Koelreuteria paniculata;Koelreuteria bipinnata;Melia azedarach;Osmorhiza longistylis;Koelreuteria elegans,0.96134;0.05473;0.03752;0.03732;0.02476,200,
462_09591_drummondii,462,2be71bbb-c5f0-4970-9d65-d29446ddabf2.jpg;8fb79240-e212-4f9b-b220-0766fe567282.jpg;f5e1b299-7d90-4501-b8b7-f461c3836a95.jpg,Sapindus saponaria,0.44206,Sapindus saponaria;Ailanthus altissima;Sapindus mukorossi;Rhus glabra;Fraxinus excelsior,0.44206;0.25909;0.13766;0.06367;0.06253,200,
463_09592_speciosa,463,b1fbe5e0-49fe-4992-8a80-24da2e81b0cb.jpg;dcdfb667-8a97-4836-a466-2987dd653b3a.jpg;4e2b0f40-c456-44d1-bea9-9845416eae08.jpg,Ungnadia speciosa,0.95759,Ungnadia speciosa;Thespesia populnea;Prunus × dasycarpa;Pyrus cordata;Brachychiton populneus,0.95759;0.08427;0.02077;0.01773;0.01698,200,
464_09593_altissima,464,2f95c17f-7695-4981-b7b7-4d7051a970a7.jpg;c6ce3d65-7a91-4b3f-b99b-abd7b2f02fb6.jpg;cc0025e3-343e-4334-b4f2-32a873c2cd91.jpg,Ailanthus altissima,0.82713,Ailanthus altissima;Rhus glabra;Rhus typhina;Juglans nigra;Trichilia americana,0.82713;0.18924;0.04633;0.02606;0.01835,200,
465_09594_styraciflua,465,62ae4109-19b5-4077-bef0-00fc89a1122f.jpg;2aae592f-f9ee-48e5-afae-48ce361cf5a2.jpg;edd4c76d-60e8-4034-8c7f-b3449343f5b6.jpg,Liquidambar styraciflua,0.57547,Liquidambar styraciflua;Liquidambar formosana;Liquidambar orientalis;Poa supina;Zoysia matrella,0.57547;0.20501;0.18577;0.04291;0.03592,200,
466_09625_americanum,466,8785462f-38ab-4705-9580-a90f50ed2be4.jpg;022898dd-4cb2-4322-894f-977d97ce3057.jpg;d1d9ff59-fe03-462e-bfc1-5fa3d2853c6e.jpg,Ribes americanum,0.65736,Ribes americanum;Ribes nigrum;Ribes petraeum;Ribes hudsonianum;Ribes divaricatum,0.65736;0.33417;0.05996;0.0575;0.03228,200,
467_09626_aureum,467,a2006fd3-0d96-4e24-abac-8605ddc99032.jpg;a7de8484-2b4e-49c2-ad13-01f8cca47f3d.jpg;67fbfbc3-fe1d-4d44-9fff-8cbcb27a905a.jpg,Ribes aureum,0.90754,Ribes aureum;Acer campestre;Ribes inerme;Ribes uva-crispa;Acer monspessulanum,0.90754;0.0072;0.00451;0.00299;0.00214,200,
468_09628_cereum,468,2eca812c-ab30-4f39-8edd-a3d53e497dd7.jpg;747ab16a-4683-444c-849b-d34c7f8a29a0.jpg;4306e81d-c9be-4bbd-8a85-87b7ac59d7d4.jpg,Ribes cereum,0.95771,Ribes cereum;Ribes velutinum;Rhus aromatica;Ribes leptanthum;Rhus trilobata,0.95771;0.20917;0.09772;0.03278;0.02718,200,
469_09644_virginiana,469,d97a3f73-8315-4421-8b3a-8bfa3e8fe33d.jpg;b71a174e-c819-4b0e-9dd2-b3663ce09a1d.jpg;b226e74f-7ccd-4362-b302-afdce7425705.jpg,Hamamelis virginiana,0.94899,Hamamelis virginiana;Hamamelis japonica;Parrotia subaequalis;Alnus glutinosa;Parrotiopsis jacquemontiana,0.94899;0.03179;0.02124;0.02051;0.0203,200,
470_09758_tricuspidata,470,ba7947e5-6fe0-4bae-988e-1b782bb45805.jpg;707f52b4-c1cf-4f5c-8294-f523ddb334a3.jpg;abca4ff1-6e95-44f6-9c0e-abbe2b19b7f6.jpg,Parthenocissus tricuspidata,0.68806,Parthenocissus tricuspidata;Parthenocissus quinquefolia;Parthenocissus inserta;Parthenocissus dalzielii;Serjania erecta,0.68806;0.48204;0.15948;0.10864;0.03595,200,
471_09759_aestivalis,471,04727bb0-45a2-4725-baf1-ab9529d889fc.jpg;4a88f64d-a231-4ee4-8668-5792fbf94a97.jpg;71e87ce4-357f-4c9b-a815-52a4f662b2cb.jpg,Morus rubra,0.81972,Morus rubra;Vitis aestivalis;Vitis mustangensis;Morus microphylla;Momordica charantia,0.81972;0.60251;0.22907;0.04118;0.04089,200,
472_09760_arizonica,472,147608f4-1ea0-496e-9e0b-cbb9cbd9bf8c.jpg;480718af-cdeb-40fa-862c-60c1cad4eb42.jpg;3977f8b7-99d8-4c3e-aa5f-4000d5282903.jpg,Vitis arizonica,0.28518,Vitis arizonica;Vitis amurensis;Vitis rotundifolia;Vitis rupestris;Vitis vinifera,0.28518;0.07529;0.06587;0.06338;0.04954,200,
473_09763_riparia,473,40e8ecd1-a90d-4ed4-9b14-b6a9dfc9fbee.jpg;ded65a18-7cfd-4414-9538-15b0cff07e57.jpg;2a893491-a1ce-4adb-98fd-36fc829e9727.jpg,Vitis riparia,0.62445,Vitis riparia;Vitis vulpina;Vitis aestivalis;Vitis rotundifolia;Vitis vinifera,0.62445;0.45225;0.36176;0.17647;0.03513,200,
